branch,cutoff_date,area,region,first_date_disbursement,active_borrowers,active_agent,deliquency_rate, outstanding , weekly_disbursement , weekly_new_borrower_per_bp 
POINTID_9,2018-10-13,AREAID_31,REGIONID_JT,2016-09-17,1862,8,0%-1%,3550,295,7
POINTID_54,2018-10-13,AREAID_24,REGIONID_JT,2017-11-11,1518,7,0%,2900,210,5
POINTID_16,2018-10-13,AREAID_8,REGIONID_JT,2017-03-25,2643,11,1%-2.5%,5950,210,0
POINTID_59,2018-10-13,AREAID_25,REGIONID_JT,2018-05-05,605,3,0%,1500,145,17
POINTID_76,2018-10-13,AREAID_6,REGIONID_JT,2018-08-11,447,3,0%,1300,165,19
POINTID_15,2018-10-13,AREAID_8,REGIONID_JT,2016-11-12,1827,9,>10%,4200,70,0
POINTID_60,2018-10-13,AREAID_25,REGIONID_JT,2018-04-28,632,3,0%,1600,90,11
POINTID_87,2018-10-13,AREAID_16,REGIONID_JT,2018-07-21,463,3,0%,1350,175,18
POINTID_61,2018-10-13,AREAID_25,REGIONID_JT,2018-07-21,339,3,0%,900,160,18
POINTID_107,2018-10-13,AREAID_22,REGIONID_JT,2018-08-25,131,2,0%,350,40,14
POINTID_8,2018-10-13,AREAID_30,REGIONID_JT,2016-09-03,2230,10,0%,4700,205,6
POINTID_55,2018-10-06,AREAID_24,REGIONID_JT,2017-11-04,1333,5,0%,2100,175,3
POINTID_53,2018-10-06,AREAID_24,REGIONID_JT,2017-11-11,1676,8,0%,2800,190,8
POINTID_17,2018-10-06,AREAID_8,REGIONID_JT,2017-03-25,2709,11,0%,5650,350,1
POINTID_98,2018-10-06,AREAID_10,REGIONID_JT,2018-07-14,345,2,0%,950,65,11
POINTID_16,2018-10-06,AREAID_8,REGIONID_JT,2017-03-25,2666,10,1%-2.5%,6000,285,0
POINTID_10,2018-10-06,AREAID_8,REGIONID_JT,2016-09-10,1174,6,>10%,2200,45,1
POINTID_15,2018-10-06,AREAID_8,REGIONID_JT,2016-11-12,1830,9,>10%,4250,55,0
POINTID_87,2018-10-06,AREAID_16,REGIONID_JT,2018-07-21,410,3,0%,1250,35,6
POINTID_60,2018-10-06,AREAID_25,REGIONID_JT,2018-04-28,601,3,0%,1550,120,13
POINTID_73,2018-10-06,AREAID_16,REGIONID_JT,2018-05-26,512,3,0%,1400,20,4
POINTID_72,2018-10-06,AREAID_19,REGIONID_JT,2018-05-19,523,3,0%,1300,40,7
POINTID_54,2018-10-06,AREAID_24,REGIONID_JT,2017-11-11,1482,7,0%,2800,215,9
POINTID_75,2018-10-06,AREAID_6,REGIONID_JT,2018-05-26,577,2,0%,1550,130,20
POINTID_12,2018-10-06,AREAID_30,REGIONID_JT,2016-10-08,1440,10,0%-1%,3200,125,2
POINTID_106,2018-10-06,AREAID_22,REGIONID_JT,2018-08-25,115,2,0%,300,90,15
POINTID_88,2018-10-06,AREAID_10,REGIONID_JT,2018-09-08,117,2,0%,300,45,8
POINTID_76,2018-10-06,AREAID_6,REGIONID_JT,2018-08-11,392,3,0%,1150,95,17
POINTID_61,2018-10-06,AREAID_25,REGIONID_JT,2018-07-21,287,3,0%,750,130,15
POINTID_9,2018-10-06,AREAID_31,REGIONID_JT,2016-09-17,1868,8,0%-1%,3400,110,1
POINTID_56,2018-10-06,AREAID_24,REGIONID_JT,2017-11-11,1310,6,0%,1950,25,5
POINTID_57,2018-10-06,AREAID_24,REGIONID_JT,2017-11-11,1236,7,0%,1850,15,3
POINTID_74,2018-10-06,AREAID_16,REGIONID_JT,2018-07-07,501,4,0%,1500,250,20
POINTID_59,2018-10-06,AREAID_25,REGIONID_JT,2018-05-05,556,3,0%,1400,130,15
POINTID_107,2018-10-06,AREAID_22,REGIONID_JT,2018-08-25,115,2,0%,300,25,5
POINTID_85,2018-10-06,AREAID_22,REGIONID_JT,2018-08-04,309,2,0%,850,80,14
POINTID_86,2018-10-06,AREAID_19,REGIONID_JT,2018-07-21,298,2,0%,800,90,16
POINTID_14,2018-10-06,AREAID_8,REGIONID_JT,2016-10-15,1494,7,>10%,3450,70,2
POINTID_71,2018-10-06,AREAID_19,REGIONID_JT,2018-06-02,559,3,0%,1500,150,17
POINTID_77,2018-10-06,AREAID_6,REGIONID_JT,2018-07-14,368,2,0%,1000,155,25
POINTID_8,2018-10-06,AREAID_30,REGIONID_JT,2016-09-03,2201,10,0%,4650,180,5
POINTID_53,2018-09-29,AREAID_24,REGIONID_JT,2017-11-11,1632,7,0%,2700,180,13
POINTID_14,2018-09-29,AREAID_8,REGIONID_JT,2016-10-15,1491,7,>10%,3500,130,1
POINTID_61,2018-09-29,AREAID_25,REGIONID_JT,2018-07-21,244,2,0%,650,85,15
POINTID_12,2018-09-29,AREAID_30,REGIONID_JT,2016-10-08,1436,9,0%-1%,3200,180,5
POINTID_106,2018-09-29,AREAID_22,REGIONID_JT,2018-08-25,85,2,0%,200,110,18
POINTID_56,2018-09-29,AREAID_24,REGIONID_JT,2017-11-11,1301,6,0%,2000,120,8
POINTID_10,2018-09-29,AREAID_8,REGIONID_JT,2016-09-10,1189,6,>10%,2200,30,4
POINTID_9,2018-09-29,AREAID_31,REGIONID_JT,2016-09-17,1879,9,0%-1%,3450,255,1
POINTID_107,2018-09-29,AREAID_22,REGIONID_JT,2018-08-25,108,2,0%,300,130,22
POINTID_60,2018-09-29,AREAID_25,REGIONID_JT,2018-04-28,562,3,0%,1450,280,30
POINTID_87,2018-09-29,AREAID_16,REGIONID_JT,2018-07-21,399,3,0%,1200,160,16
POINTID_76,2018-09-29,AREAID_6,REGIONID_JT,2018-08-11,359,3,0%,1100,115,12
POINTID_74,2018-09-29,AREAID_16,REGIONID_JT,2018-07-07,423,3,0%,1300,185,19
POINTID_15,2018-09-29,AREAID_8,REGIONID_JT,2016-11-12,1833,9,>10%,4300,115,0
POINTID_86,2018-09-29,AREAID_19,REGIONID_JT,2018-07-21,267,2,0%,750,130,22
POINTID_85,2018-09-29,AREAID_22,REGIONID_JT,2018-08-04,282,2,0%,800,175,29
POINTID_98,2018-09-29,AREAID_10,REGIONID_JT,2018-07-14,323,2,0%,900,135,23
POINTID_8,2018-09-29,AREAID_30,REGIONID_JT,2016-09-03,2164,9,0%,4600,500,10
POINTID_54,2018-09-29,AREAID_24,REGIONID_JT,2017-11-11,1427,6,0%,2650,275,4
POINTID_59,2018-09-29,AREAID_25,REGIONID_JT,2018-05-05,511,4,0%,1300,150,17
POINTID_55,2018-09-29,AREAID_24,REGIONID_JT,2017-11-04,1320,5,0%,2050,150,9
POINTID_57,2018-09-29,AREAID_24,REGIONID_JT,2017-11-11,1236,5,0%,1900,15,3
POINTID_16,2018-09-29,AREAID_8,REGIONID_JT,2017-03-25,2685,9,1%-2.5%,6000,360,1
POINTID_73,2018-09-29,AREAID_16,REGIONID_JT,2018-05-26,506,3,0%,1450,110,12
POINTID_72,2018-09-29,AREAID_19,REGIONID_JT,2018-05-19,510,2,0%,1300,40,7
POINTID_75,2018-09-29,AREAID_6,REGIONID_JT,2018-05-26,538,2,0%,1450,65,20
POINTID_71,2018-09-29,AREAID_19,REGIONID_JT,2018-06-02,509,3,0%,1400,70,11
POINTID_77,2018-09-29,AREAID_6,REGIONID_JT,2018-07-14,319,2,0%,850,130,21
POINTID_17,2018-09-29,AREAID_8,REGIONID_JT,2017-03-25,2714,11,0%,5550,325,1
POINTID_88,2018-09-29,AREAID_10,REGIONID_JT,2018-09-08,102,2,0%,300,175,30
POINTID_14,2018-09-22,AREAID_8,REGIONID_JT,2016-10-15,1493,7,>10%,3500,25,0
POINTID_77,2018-09-22,AREAID_6,REGIONID_JT,2018-07-14,277,2,0%,750,90,15
POINTID_60,2018-09-22,AREAID_25,REGIONID_JT,2018-04-28,474,3,0%,1200,145,16
POINTID_86,2018-09-22,AREAID_19,REGIONID_JT,2018-07-21,224,2,0%,600,95,16
POINTID_85,2018-09-22,AREAID_22,REGIONID_JT,2018-08-04,225,2,0%,650,160,26
POINTID_9,2018-09-22,AREAID_31,REGIONID_JT,2016-09-17,1884,8,0%-1%,3350,250,2
POINTID_73,2018-09-22,AREAID_16,REGIONID_JT,2018-05-26,471,3,0%,1350,190,21
POINTID_88,2018-09-22,AREAID_10,REGIONID_JT,2018-09-08,43,2,0%,100,80,14
POINTID_16,2018-09-22,AREAID_8,REGIONID_JT,2017-03-25,2713,9,1%-2.5%,5950,90,0
POINTID_59,2018-09-22,AREAID_25,REGIONID_JT,2018-05-05,462,3,0%,1150,140,16
POINTID_56,2018-09-22,AREAID_24,REGIONID_JT,2017-11-11,1263,6,0%,2000,115,7
POINTID_15,2018-09-22,AREAID_8,REGIONID_JT,2016-11-12,1836,9,>10%,4300,30,0
POINTID_12,2018-09-22,AREAID_30,REGIONID_JT,2016-10-08,1424,9,0%-1%,3150,45,5
POINTID_8,2018-09-22,AREAID_30,REGIONID_JT,2016-09-03,2101,9,0%,4250,275,3
POINTID_17,2018-09-22,AREAID_8,REGIONID_JT,2017-03-25,2742,11,0%,5450,145,2
POINTID_10,2018-09-22,AREAID_8,REGIONID_JT,2016-09-10,1183,6,>10%,2250,35,0
POINTID_57,2018-09-22,AREAID_24,REGIONID_JT,2017-11-11,1233,5,0%,1950,65,11
POINTID_53,2018-09-22,AREAID_24,REGIONID_JT,2017-11-11,1571,6,0%,2650,20,3
POINTID_61,2018-09-22,AREAID_25,REGIONID_JT,2018-07-21,214,2,0%,550,80,14
POINTID_54,2018-09-22,AREAID_24,REGIONID_JT,2017-11-11,1404,7,0%,2500,115,1
POINTID_72,2018-09-22,AREAID_19,REGIONID_JT,2018-05-19,496,2,0%,1300,20,4
POINTID_74,2018-09-22,AREAID_16,REGIONID_JT,2018-07-07,366,2,0%,1100,275,30
POINTID_107,2018-09-22,AREAID_22,REGIONID_JT,2018-08-25,64,2,0%,150,80,9
POINTID_76,2018-09-22,AREAID_6,REGIONID_JT,2018-08-11,323,3,0%,1000,340,36
POINTID_87,2018-09-22,AREAID_16,REGIONID_JT,2018-07-21,351,3,0%,1100,280,29
POINTID_55,2018-09-22,AREAID_24,REGIONID_JT,2017-11-04,1281,5,0%,1950,90,2
POINTID_75,2018-09-22,AREAID_6,REGIONID_JT,2018-05-26,518,2,0%,1450,20,3
POINTID_71,2018-09-22,AREAID_19,REGIONID_JT,2018-06-02,487,3,0%,1350,70,8
POINTID_106,2018-09-22,AREAID_22,REGIONID_JT,2018-08-25,49,1,0%,100,50,18
POINTID_98,2018-09-22,AREAID_10,REGIONID_JT,2018-07-14,277,2,0%,800,105,17
POINTID_75,2018-09-15,AREAID_6,REGIONID_JT,2018-05-26,512,2,0%,1450,95,15
POINTID_71,2018-09-15,AREAID_19,REGIONID_JT,2018-06-02,464,3,0%,1300,30,5
POINTID_60,2018-09-15,AREAID_25,REGIONID_JT,2018-04-28,427,3,0%,1100,80,10
POINTID_86,2018-09-15,AREAID_19,REGIONID_JT,2018-07-21,193,2,0%,550,75,13
POINTID_57,2018-09-15,AREAID_24,REGIONID_JT,2017-11-11,1213,5,0%,1950,35,7
POINTID_59,2018-09-15,AREAID_25,REGIONID_JT,2018-05-05,416,3,0%,1050,60,11
POINTID_73,2018-09-15,AREAID_16,REGIONID_JT,2018-05-26,409,3,0%,1200,55,6
POINTID_72,2018-09-15,AREAID_19,REGIONID_JT,2018-05-19,489,2,0%,1300,100,16
POINTID_107,2018-09-15,AREAID_22,REGIONID_JT,2018-08-25,37,2,0%,100,70,12
POINTID_17,2018-09-15,AREAID_8,REGIONID_JT,2017-03-25,2768,12,0%,5550,205,0
POINTID_56,2018-09-15,AREAID_24,REGIONID_JT,2017-11-11,1227,5,0%,1950,80,7
POINTID_76,2018-09-15,AREAID_6,REGIONID_JT,2018-08-11,215,3,0%,650,250,26
POINTID_87,2018-09-15,AREAID_16,REGIONID_JT,2018-07-21,266,3,0%,800,255,26
POINTID_55,2018-09-15,AREAID_24,REGIONID_JT,2017-11-04,1274,5,0%,1950,20,4
POINTID_53,2018-09-15,AREAID_24,REGIONID_JT,2017-11-11,1564,6,0%,2700,150,13
POINTID_8,2018-09-15,AREAID_30,REGIONID_JT,2016-09-03,2111,9,0%,4150,335,9
POINTID_12,2018-09-15,AREAID_30,REGIONID_JT,2016-10-08,1436,9,0%-1%,3200,85,5
POINTID_106,2018-09-15,AREAID_22,REGIONID_JT,2018-08-25,31,1,0%,50,5,3
POINTID_88,2018-09-15,AREAID_10,REGIONID_JT,2018-09-08,16,1,0%,0,45,8
POINTID_61,2018-09-15,AREAID_25,REGIONID_JT,2018-07-21,187,2,0%,500,70,13
POINTID_10,2018-09-15,AREAID_8,REGIONID_JT,2016-09-10,1189,6,>10%,2300,20,0
POINTID_74,2018-09-15,AREAID_16,REGIONID_JT,2018-07-07,277,2,0%,850,130,13
POINTID_9,2018-09-15,AREAID_31,REGIONID_JT,2016-09-17,1889,9,0%-1%,3200,140,2
POINTID_16,2018-09-15,AREAID_8,REGIONID_JT,2017-03-25,2736,9,1%-2.5%,6100,255,0
POINTID_54,2018-09-15,AREAID_24,REGIONID_JT,2017-11-11,1405,6,0%-1%,2500,145,2
POINTID_15,2018-09-15,AREAID_8,REGIONID_JT,2016-11-12,1841,9,>10%,4400,40,0
POINTID_85,2018-09-15,AREAID_22,REGIONID_JT,2018-08-04,173,2,0%,500,35,12
POINTID_14,2018-09-15,AREAID_8,REGIONID_JT,2016-10-15,1497,7,>10%,3550,5,0
POINTID_77,2018-09-15,AREAID_6,REGIONID_JT,2018-07-14,247,2,0%,700,85,15
POINTID_98,2018-09-15,AREAID_10,REGIONID_JT,2018-07-14,243,2,0%,700,150,25
POINTID_15,2018-09-08,AREAID_8,REGIONID_JT,2016-11-12,1862,8,>10%,4500,15,0
POINTID_86,2018-09-08,AREAID_19,REGIONID_JT,2018-07-21,168,2,0%,450,95,16
POINTID_16,2018-09-08,AREAID_8,REGIONID_JT,2017-03-25,2764,9,2.5%-5%,6150,140,0
POINTID_9,2018-09-08,AREAID_31,REGIONID_JT,2016-09-17,1901,8,0%-1%,3200,100,5
POINTID_56,2018-09-08,AREAID_24,REGIONID_JT,2017-11-11,1199,5,0%,1950,35,12
POINTID_8,2018-09-08,AREAID_30,REGIONID_JT,2016-09-03,2066,8,0%,3950,225,6
POINTID_60,2018-09-08,AREAID_25,REGIONID_JT,2018-04-28,399,3,0%,1000,30,11
POINTID_57,2018-09-08,AREAID_24,REGIONID_JT,2017-11-11,1201,4,0%,2000,35,7
POINTID_76,2018-09-08,AREAID_6,REGIONID_JT,2018-08-11,137,2,0%,400,70,11
POINTID_53,2018-09-08,AREAID_24,REGIONID_JT,2017-11-11,1514,6,0%,2650,195,14
POINTID_77,2018-09-08,AREAID_6,REGIONID_JT,2018-07-14,218,2,0%,600,55,10
POINTID_106,2018-09-08,AREAID_22,REGIONID_JT,2018-08-25,28,1,0%,50,10,4
POINTID_12,2018-09-08,AREAID_30,REGIONID_JT,2016-10-08,1425,8,0%-1%,3250,165,4
POINTID_17,2018-09-08,AREAID_8,REGIONID_JT,2017-03-25,2788,12,0%,5600,215,1
POINTID_14,2018-09-08,AREAID_8,REGIONID_JT,2016-10-15,1512,7,>10%,3650,15,0
POINTID_55,2018-09-08,AREAID_24,REGIONID_JT,2017-11-04,1267,5,0%,2000,80,9
POINTID_75,2018-09-08,AREAID_6,REGIONID_JT,2018-05-26,483,2,0%,1400,75,12
POINTID_73,2018-09-08,AREAID_16,REGIONID_JT,2018-05-26,391,3,0%,1150,80,9
POINTID_10,2018-09-08,AREAID_8,REGIONID_JT,2016-09-10,1206,6,>10%,2400,40,0
POINTID_54,2018-09-08,AREAID_24,REGIONID_JT,2017-11-11,1402,6,0%,2450,55,4
POINTID_59,2018-09-08,AREAID_25,REGIONID_JT,2018-05-05,395,3,0%,1000,75,13
POINTID_72,2018-09-08,AREAID_19,REGIONID_JT,2018-05-19,457,2,0%,1200,65,11
POINTID_74,2018-09-08,AREAID_16,REGIONID_JT,2018-07-07,239,2,0%,750,90,13
POINTID_107,2018-09-08,AREAID_22,REGIONID_JT,2018-08-25,13,1,0%,0,5,1
POINTID_87,2018-09-08,AREAID_16,REGIONID_JT,2018-07-21,189,3,0%,550,85,9
POINTID_85,2018-09-08,AREAID_22,REGIONID_JT,2018-08-04,161,2,0%,450,40,13
POINTID_71,2018-09-08,AREAID_19,REGIONID_JT,2018-06-02,454,3,0%,1300,70,11
POINTID_61,2018-09-08,AREAID_25,REGIONID_JT,2018-07-21,161,2,0%,450,50,9
POINTID_98,2018-09-08,AREAID_10,REGIONID_JT,2018-07-14,193,2,0%,550,10,2
POINTID_87,2018-09-01,AREAID_16,REGIONID_JT,2018-07-21,162,3,0%,500,45,7
POINTID_54,2018-09-01,AREAID_24,REGIONID_JT,2017-11-11,1393,6,0%,2500,80,9
POINTID_60,2018-09-01,AREAID_25,REGIONID_JT,2018-04-28,389,3,0%,1000,60,10
POINTID_85,2018-09-01,AREAID_22,REGIONID_JT,2018-08-04,148,2,0%,450,235,77
POINTID_9,2018-09-01,AREAID_31,REGIONID_JT,2016-09-17,1932,8,1%-2.5%,3250,0,1
POINTID_76,2018-09-01,AREAID_6,REGIONID_JT,2018-08-11,116,2,0%,350,125,19
POINTID_107,2018-09-01,AREAID_22,REGIONID_JT,2018-08-25,11,1,0%,0,30,6
POINTID_55,2018-09-01,AREAID_24,REGIONID_JT,2017-11-04,1243,4,0%,2000,0,
POINTID_75,2018-09-01,AREAID_6,REGIONID_JT,2018-05-26,459,2,0%,1350,40,6
POINTID_71,2018-09-01,AREAID_19,REGIONID_JT,2018-06-02,432,3,0%,1250,105,11
POINTID_61,2018-09-01,AREAID_25,REGIONID_JT,2018-07-21,144,2,0%,400,90,16
POINTID_15,2018-09-01,AREAID_8,REGIONID_JT,2016-11-12,1864,8,>10%,4600,0,
POINTID_86,2018-09-01,AREAID_19,REGIONID_JT,2018-07-21,137,2,0%,400,5,2
POINTID_8,2018-09-01,AREAID_30,REGIONID_JT,2016-09-03,2058,8,0%,3850,100,4
POINTID_12,2018-09-01,AREAID_30,REGIONID_JT,2016-10-08,1411,8,0%-1%,3200,65,10
POINTID_98,2018-09-01,AREAID_10,REGIONID_JT,2018-07-14,189,2,0%,550,85,9
POINTID_106,2018-09-01,AREAID_22,REGIONID_JT,2018-08-25,24,1,0%,50,70,24
POINTID_14,2018-09-01,AREAID_8,REGIONID_JT,2016-10-15,1528,7,>10%,3800,15,0
POINTID_77,2018-09-01,AREAID_6,REGIONID_JT,2018-07-14,199,2,0%,550,75,13
POINTID_10,2018-09-01,AREAID_8,REGIONID_JT,2016-09-10,1233,6,>10%,2500,5,0
POINTID_16,2018-09-01,AREAID_8,REGIONID_JT,2017-03-25,2783,10,2.5%-5%,6300,135,1
POINTID_57,2018-09-01,AREAID_24,REGIONID_JT,2017-11-11,1189,4,0%,2050,45,6
POINTID_56,2018-09-01,AREAID_24,REGIONID_JT,2017-11-11,1188,4,0%,1950,25,5
POINTID_72,2018-09-01,AREAID_19,REGIONID_JT,2018-05-19,435,2,0%,1150,65,11
POINTID_73,2018-09-01,AREAID_16,REGIONID_JT,2018-05-26,365,3,0%,1100,120,13
POINTID_74,2018-09-01,AREAID_16,REGIONID_JT,2018-07-07,213,2,0%,650,50,15
POINTID_59,2018-09-01,AREAID_25,REGIONID_JT,2018-05-05,370,3,0%,950,150,26
POINTID_53,2018-09-01,AREAID_24,REGIONID_JT,2017-11-11,1448,6,0%,2550,60,7
POINTID_17,2018-09-01,AREAID_8,REGIONID_JT,2017-03-25,2828,12,0%,5600,60,0
POINTID_55,2018-08-25,AREAID_24,REGIONID_JT,2017-11-04,1243,5,0%,2100,25,5
POINTID_71,2018-08-25,AREAID_19,REGIONID_JT,2018-06-02,399,3,0%,1200,130,14
POINTID_77,2018-08-25,AREAID_6,REGIONID_JT,2018-07-14,174,2,0%,500,150,24
POINTID_87,2018-08-25,AREAID_16,REGIONID_JT,2018-07-21,148,2,0%,450,30,5
POINTID_9,2018-08-25,AREAID_31,REGIONID_JT,2016-09-17,1939,8,0%-1%,3400,15,0
POINTID_54,2018-08-25,AREAID_24,REGIONID_JT,2017-11-11,1367,5,0%,2500,45,0
POINTID_57,2018-08-25,AREAID_24,REGIONID_JT,2017-11-11,1174,4,0%,2050,70,9
POINTID_76,2018-08-25,AREAID_6,REGIONID_JT,2018-08-11,79,2,0%,250,150,23
POINTID_17,2018-08-25,AREAID_8,REGIONID_JT,2017-03-25,2869,11,0%,5800,90,3
POINTID_10,2018-08-25,AREAID_8,REGIONID_JT,2016-09-10,1245,7,>10%,2550,25,0
POINTID_16,2018-08-25,AREAID_8,REGIONID_JT,2017-03-25,2788,9,2.5%-5%,6400,160,0
POINTID_56,2018-08-25,AREAID_24,REGIONID_JT,2017-11-11,1180,4,0%,2000,35,7
POINTID_80,2018-10-20,AREAID_26,REGIONID_N,2018-07-21,235,2,0%, 600 , 85 , 13 
POINTID_82,2018-10-20,AREAID_9,REGIONID_N,2018-07-21,424,2,0%," 1,250 ", 40 , 6 
POINTID_20,2018-10-20,AREAID_7,REGIONID_N,2017-04-22,1740,7,>10%," 3,700 ", 60 , 4 
POINTID_22,2018-10-20,AREAID_7,REGIONID_N,2017-04-29,1152,8,5%-10%," 2,150 ", 70 , 5 
POINTID_83,2018-10-20,AREAID_5,REGIONID_N,2018-07-14,411,3,0%," 1,200 ", 100 , 11 
POINTID_68,2018-10-20,AREAID_5,REGIONID_N,2018-06-30,569,2,0%," 1,700 ", 190 , 28 
POINTID_102,2018-10-20,AREAID_26,REGIONID_N,2018-08-04,319,2,0%, 850 , 195 , 33 
POINTID_100,2018-10-20,AREAID_9,REGIONID_N,2018-08-11,295,2,0%, 900 , 20 , 2 
POINTID_81,2018-10-20,AREAID_26,REGIONID_N,2018-07-21,360,2,0%, 950 , 65 , 12 
POINTID_58,2018-10-20,AREAID_7,REGIONID_N,2018-01-13,938,5,1%-2.5%," 1,600 ", 15 , 3 
POINTID_70,2018-10-20,AREAID_9,REGIONID_N,2018-05-12,816,3,0%," 2,200 ", 125 , 12 
POINTID_23,2018-10-20,AREAID_7,REGIONID_N,2017-05-06,1404,9,2.5%-5%," 2,900 ", 135 , 5 
POINTID_19,2018-10-20,AREAID_7,REGIONID_N,2017-04-15,1904,8,5%-10%," 4,050 ", 85 , 1 
POINTID_67,2018-10-20,AREAID_5,REGIONID_N,2018-04-28,1008,4,0%," 2,600 ", 100 , 10 
POINTID_100,2018-10-13,AREAID_9,REGIONID_N,2018-08-11,289,2,0%,900,110,11
POINTID_102,2018-10-13,AREAID_26,REGIONID_N,2018-08-04,253,2,0%,700,90,15
POINTID_19,2018-10-13,AREAID_7,REGIONID_N,2017-04-15,1930,8,5%-10%,4150,135,4
POINTID_23,2018-10-13,AREAID_7,REGIONID_N,2017-05-06,1389,9,2.5%-5%,2900,105,8
POINTID_67,2018-10-13,AREAID_5,REGIONID_N,2018-04-28,980,5,0%,2550,135,13
POINTID_80,2018-10-13,AREAID_26,REGIONID_N,2018-07-21,210,2,0%,550,20,6
POINTID_82,2018-10-13,AREAID_9,REGIONID_N,2018-07-21,412,2,0%,1250,145,21
POINTID_83,2018-10-13,AREAID_5,REGIONID_N,2018-07-14,380,3,0%,1150,100,15
POINTID_81,2018-10-13,AREAID_26,REGIONID_N,2018-07-21,337,2,0%,900,110,19
POINTID_70,2018-10-13,AREAID_9,REGIONID_N,2018-05-12,780,3,0%,2150,90,9
POINTID_68,2018-10-13,AREAID_5,REGIONID_N,2018-06-30,514,2,0%,1500,115,17
POINTID_22,2018-10-13,AREAID_7,REGIONID_N,2017-04-29,1146,7,5%-10%,2150,65,7
POINTID_20,2018-10-13,AREAID_7,REGIONID_N,2017-04-22,1744,6,>10%,3750,105,3
POINTID_58,2018-10-13,AREAID_7,REGIONID_N,2018-01-13,932,5,1%-2.5%,1650,105,12
POINTID_23,2018-10-06,AREAID_7,REGIONID_N,2017-05-06,1371,9,2.5%-5%,2900,125,4
POINTID_22,2018-10-06,AREAID_7,REGIONID_N,2017-04-29,1135,7,5%-10%,2200,40,4
POINTID_81,2018-10-06,AREAID_26,REGIONID_N,2018-07-21,299,2,0%,800,45,8
POINTID_68,2018-10-06,AREAID_5,REGIONID_N,2018-06-30,480,2,0%,1450,35,6
POINTID_19,2018-10-06,AREAID_7,REGIONID_N,2017-04-15,1924,8,5%-10%,4150,140,5
POINTID_82,2018-10-06,AREAID_9,REGIONID_N,2018-07-21,370,2,0%,1100,50,8
POINTID_67,2018-10-06,AREAID_5,REGIONID_N,2018-04-28,941,4,0%,2500,65,7
POINTID_20,2018-10-06,AREAID_7,REGIONID_N,2017-04-22,1741,7,>10%,3800,45,1
POINTID_80,2018-10-06,AREAID_26,REGIONID_N,2018-07-21,204,2,0%,550,90,27
POINTID_102,2018-10-06,AREAID_26,REGIONID_N,2018-08-04,223,2,0%,600,45,8
POINTID_83,2018-10-06,AREAID_5,REGIONID_N,2018-07-14,350,3,0%,1050,115,17
POINTID_58,2018-10-06,AREAID_7,REGIONID_N,2018-01-13,896,5,1%-2.5%,1600,35,5
POINTID_70,2018-10-06,AREAID_9,REGIONID_N,2018-05-12,753,3,0%,2100,160,16
POINTID_100,2018-10-06,AREAID_9,REGIONID_N,2018-08-11,257,2,0%,800,110,16
POINTID_80,2018-09-29,AREAID_26,REGIONID_N,2018-07-21,177,1,0%,450,75,24
POINTID_22,2018-09-29,AREAID_7,REGIONID_N,2017-04-29,1128,7,5%-10%,2200,45,15
POINTID_67,2018-09-29,AREAID_5,REGIONID_N,2018-04-28,922,4,0%,2500,115,12
POINTID_83,2018-09-29,AREAID_5,REGIONID_N,2018-07-14,316,2,0%,950,130,19
POINTID_58,2018-09-29,AREAID_7,REGIONID_N,2018-01-13,882,4,1%-2.5%,1600,60,10
POINTID_70,2018-09-29,AREAID_9,REGIONID_N,2018-05-12,707,3,0%,1950,115,12
POINTID_100,2018-09-29,AREAID_9,REGIONID_N,2018-08-11,225,3,0%,700,180,26
POINTID_102,2018-09-29,AREAID_26,REGIONID_N,2018-08-04,208,2,0%,550,150,25
POINTID_19,2018-09-29,AREAID_7,REGIONID_N,2017-04-15,1908,8,5%-10%,4150,125,11
POINTID_68,2018-09-29,AREAID_5,REGIONID_N,2018-06-30,469,2,0%,1450,180,26
POINTID_20,2018-09-29,AREAID_7,REGIONID_N,2017-04-22,1751,7,>10%,3850,30,3
POINTID_82,2018-09-29,AREAID_9,REGIONID_N,2018-07-21,355,2,0%,1100,95,14
POINTID_23,2018-09-29,AREAID_7,REGIONID_N,2017-05-06,1375,9,2.5%-5%,2900,120,2
POINTID_81,2018-09-29,AREAID_26,REGIONID_N,2018-07-21,283,2,0%,750,95,16
POINTID_20,2018-09-22,AREAID_7,REGIONID_N,2017-04-22,1753,7,>10%,3950,85,8
POINTID_23,2018-09-22,AREAID_7,REGIONID_N,2017-05-06,1379,9,2.5%-5%,2900,85,3
POINTID_83,2018-09-22,AREAID_5,REGIONID_N,2018-07-14,278,2,0%,850,115,17
POINTID_102,2018-09-22,AREAID_26,REGIONID_N,2018-08-04,158,2,0%,450,110,19
POINTID_68,2018-09-22,AREAID_5,REGIONID_N,2018-06-30,417,2,0%,1300,145,21
POINTID_22,2018-09-22,AREAID_7,REGIONID_N,2017-04-29,1130,7,5%-10%,2250,65,4
POINTID_81,2018-09-22,AREAID_26,REGIONID_N,2018-07-21,251,2,0%,700,155,26
POINTID_19,2018-09-22,AREAID_7,REGIONID_N,2017-04-15,1881,8,2.5%-5%,4200,80,1
POINTID_82,2018-09-22,AREAID_9,REGIONID_N,2018-07-21,327,2,0%,1000,105,15
POINTID_67,2018-09-22,AREAID_5,REGIONID_N,2018-04-28,888,4,0%,2400,135,13
POINTID_70,2018-09-22,AREAID_9,REGIONID_N,2018-05-12,673,3,0%,1900,50,8
